cross,mean,SE,sex,enviro, sire, dam
p1,14.4,0.611,U,1,1,1
p2,41,0.453,U,1,2,2
f1,28.4,0.581,U,1,2,1
f2,30.3,1.483,U,1,3,3
b1,24.2,1.334,U,1,1,3
b2,34.7,1.122,U,1,2,3
