P1,3,1,5.2,1.47,open
BC1,60,1,4.2,1.31,
BC2,66,1,10.1,1.76,
P2,6,1,15.2,1.09,
P1,3,-1,17.2,2.66,litoral
BC1,60,-1,16.7,2.85,
BC2,66,-1,7.2,1.21,
P2,6,-1,3.7,1.34,
